;|||21|||1|||119|||0
;|||34|||2|||111|||0
;|||67|||4|||116|||0
;|||69|||4|||134|||0
;|||70|||4|||165|||0
;|||71|||4|||172|||0
;|||158|||11|||95|||0
;|||159|||11|||106|||0
;|||162|||11|||132|||0
;|||231|||14|||146|||0
;|||246|||15|||119|||0
;|||247|||15|||129|||0
;|||273|||17|||102|||0
;|||286|||18|||111|||0
;|||287|||18|||119|||0
;|||300|||19|||102|||0
;|||312|||20|||103|||0
;|||313|||20|||111|||0
;|||326|||21|||106|||0
;|||327|||21|||114|||0
;|||328|||21|||121|||0
;|||463|||29|||138|||0
;|||527|||33|||130|||0
;|||528|||33|||145|||0
;|||588|||38|||101|||0
;|||612|||40|||98|||0
;|||613|||40|||111|||0
;|||628|||41|||132|||0
;|||629|||41|||137|||0
;|||666|||43|||92|||0
;|||667|||43|||119|||0
;|||668|||43|||127|||0
;|||680|||44|||109|||0
;|||681|||44|||116|||0
;|||693|||45|||104|||0
;|||728|||47|||142|||0
;|||779|||51|||122|||0
;|||847|||55|||99|||0
;|||867|||56|||109|||0
;|||868|||56|||123|||0
;|||883|||57|||115|||0
;|||884|||57|||124|||0
;|||885|||57|||127|||0
;|||962|||60|||176|||0
;|||993|||62|||110|||0
;|||1125|||70|||112|||0
;|||1126|||70|||120|||0
;|||1172|||73|||119|||0
;|||1175|||73|||151|||0
;|||1217|||75|||132|||0
;|||1226|||75|||219|||0
;|||1270|||78|||114|||0
;|||1296|||80|||108|||0
;|||1340|||83|||148|||0
;|||1341|||83|||159|||0
;|||1369|||85|||99|||0
;|||1384|||86|||127|||0
;|||1385|||86|||138|||0
;|||1413|||87|||138|||0
;|||1414|||87|||145|||0
;|||1415|||87|||156|||0
;|||1429|||88|||104|||0
;|||1430|||88|||112|||0
;|||1444|||89|||117|||0
;|||1464|||90|||123|||0
;|||1517|||94|||106|||0
;|||1545|||96|||159|||0
;|||1559|||97|||105|||0
;|||1560|||97|||113|||0
;|||1585|||99|||103|||0
;|||1616|||101|||119|||0
;|||1642|||103|||110|||0
;|||1643|||103|||117|||0
;|||1661|||104|||167|||0
;|||1695|||106|||133|||0
;|||1696|||106|||147|||0
;|||1697|||106|||150|||0
;|||1713|||107|||107|||0
;|||1716|||107|||148|||0
;|||1733|||108|||164|||0
;|||1745|||109|||104|||0
;|||1757|||110|||97|||0
;|||1803|||113|||109|||0
;|||1845|||116|||113|||0
;|||1879|||118|||112|||0
;|||1899|||119|||108|||0
;|||1949|||122|||146|||0
;|||1961|||123|||109|||0
;|||1962|||123|||117|||0
;|||2032|||127|||151|||0
;|||2092|||131|||112|||0
;|||2093|||131|||120|||0
;|||2117|||133|||103|||0
;|||2151|||135|||126|||0
;|||2152|||135|||132|||0
;|||2174|||136|||130|||0
;|||2187|||138|||111|||0
;|||2268|||144|||107|||0
;|||2271|||144|||140|||0
;|||2331|||148|||107|||0
;|||2380|||151|||114|||0
;|||2410|||153|||109|||0
;|||2411|||153|||116|||0
;|||2435|||155|||112|||0
;|||2436|||155|||125|||0
;|||2482|||157|||211|||0
;|||2495|||157|||309|||0
;|||2509|||158|||101|||0
;|||2512|||158|||130|||0
;|||2513|||158|||156|||0
;|||2519|||158|||203|||0
;|||2549|||160|||122|||0
;|||2564|||161|||138|||0
;|||2584|||163|||115|||0
;|||2587|||163|||137|||0
;|||2644|||166|||105|||0
;|||2679|||168|||119|||0
;|||2690|||169|||102|||0
;|||2720|||171|||100|||0
;|||2742|||172|||102|||0
;|||2743|||172|||114|||0
;|||2744|||172|||125|||0
;|||2748|||172|||157|||0
;|||2790|||175|||114|||0
;|||2847|||180|||107|||0
;|||2848|||180|||115|||0
;|||2946|||187|||107|||0
;|||2947|||187|||115|||0
;|||2957|||188|||106|||0
;|||2958|||188|||122|||0
;|||2970|||189|||101|||0
;|||2982|||190|||96|||0
;|||2985|||190|||118|||0
;|||3088|||198|||103|||0
;|||3089|||198|||111|||0
;|||3116|||200|||101|||0
;|||3128|||201|||101|||0
;|||3168|||203|||109|||0
;|||3169|||203|||117|||0
;|||3219|||206|||108|||0
;|||3220|||206|||122|||0
;|||3233|||207|||102|||0
;|||3234|||207|||130|||0
;|||3236|||207|||150|||0
;|||3249|||208|||99|||0
;|||3264|||209|||129|||0
;|||3279|||210|||93|||0
;|||3280|||210|||98|||0
;|||3281|||210|||139|||0
;|||3302|||211|||113|||0
;|||3303|||211|||121|||0
;|||3333|||213|||166|||0
;|||3349|||214|||100|||0
;|||3350|||214|||107|||0
;|||3364|||215|||116|||0
;|||3365|||215|||130|||0
;|||3379|||216|||115|||0
;|||3380|||216|||123|||0
;|||3381|||216|||130|||0
;|||3391|||217|||85|||0
;|||3392|||217|||94|||0
;|||3393|||217|||99|||0
