import|||1|||0|||0|||17
import|||4|||2|||0|||17
import|||8|||4|||0|||17
import|||12|||6|||0|||17
import|||15|||8|||0|||17
import|||16|||9|||0|||17
import|||19|||11|||0|||17
import|||20|||12|||0|||17
import|||21|||13|||0|||17
import|||22|||14|||0|||17
import|||44|||20|||0|||17
import|||53|||23|||0|||17
import|||54|||24|||0|||17
import|||58|||26|||0|||17
import|||59|||27|||0|||17
import|||63|||29|||0|||17
import|||70|||33|||0|||17
import|||78|||36|||0|||17
import|||83|||39|||0|||17
import|||84|||40|||0|||17
import|||89|||42|||0|||17
import|||93|||44|||0|||17
import|||97|||47|||0|||17
import|||98|||48|||0|||17
import|||104|||50|||0|||17
import|||105|||51|||0|||17
import|||106|||52|||0|||17
import|||116|||56|||0|||17
import|||117|||57|||0|||17
import|||118|||58|||0|||17
import|||119|||59|||0|||17
import|||122|||61|||0|||17
import|||133|||65|||0|||17
import|||134|||66|||0|||17
import|||135|||67|||0|||17
import|||136|||68|||0|||17
import|||139|||70|||0|||17
import|||140|||71|||0|||17
import|||155|||76|||0|||17
import|||172|||81|||0|||17
import|||173|||82|||0|||17
import|||185|||87|||0|||17
import|||186|||88|||0|||17
import|||190|||90|||0|||17
import|||191|||91|||0|||17
import|||196|||93|||0|||17
import|||201|||96|||0|||17
import|||202|||97|||0|||17
import|||206|||99|||0|||17
import|||225|||108|||0|||17
import|||251|||115|||0|||17
import|||258|||118|||0|||17
import|||268|||121|||0|||17
import|||277|||124|||0|||17
import|||278|||125|||0|||17
import|||284|||128|||0|||17
import|||285|||129|||0|||17
import|||286|||130|||0|||17
import|||293|||133|||0|||17
import|||300|||136|||0|||17
import|||307|||139|||0|||17
import|||316|||142|||0|||17
import|||317|||143|||0|||17
import|||320|||145|||0|||17
import|||321|||146|||0|||17
import|||326|||148|||0|||17
import|||327|||149|||0|||17
import|||335|||153|||0|||17
import|||336|||154|||0|||17
import|||341|||156|||0|||17
import|||354|||161|||0|||17
import|||355|||162|||0|||17
import|||367|||165|||0|||17
import|||368|||166|||0|||17
import|||373|||168|||0|||17
import|||382|||173|||0|||17
import|||397|||178|||0|||17
import|||401|||180|||0|||17
import|||408|||183|||0|||17
import|||409|||184|||0|||17
import|||410|||185|||0|||17
import|||427|||189|||0|||17
import|||433|||192|||0|||17
import|||438|||194|||0|||17
import|||439|||195|||0|||17
import|||466|||205|||0|||17
import|||469|||207|||0|||17
import|||482|||210|||0|||17
import|||486|||212|||0|||17
import|||492|||215|||0|||17
import|||493|||216|||0|||17
import|||497|||218|||0|||17
import|||507|||222|||0|||17
import|||511|||224|||0|||17
import|||521|||227|||0|||17
import|||534|||232|||0|||17
import|||535|||233|||0|||17
import|||553|||239|||0|||17
import|||557|||241|||0|||17
import|||558|||242|||0|||17
import|||559|||243|||0|||17
import|||560|||244|||0|||17
import|||561|||245|||0|||17
import|||584|||254|||0|||17
import|||591|||257|||0|||17
import|||592|||258|||0|||17
import|||595|||260|||0|||17
import|||599|||262|||0|||17
import|||604|||264|||0|||17
import|||605|||265|||0|||17
import|||606|||266|||0|||17
import|||620|||271|||0|||17
import|||623|||273|||0|||17
import|||626|||275|||0|||17
import|||627|||276|||0|||17
import|||639|||281|||0|||17
import|||652|||285|||0|||17
import|||661|||288|||0|||17
import|||662|||289|||0|||17
import|||663|||290|||0|||17
import|||669|||292|||0|||17
java.util.Scanner;|||1|||0|||1|||253
java.util.Scanner;|||2|||2|||1|||253
java.util.*;|||2|||4|||1|||253
java.util.*;|||3|||6|||1|||253
java.util.Scanner;|||5|||8|||1|||253
java.util.Scanner;|||6|||9|||1|||253
java.util.Scanner;|||8|||11|||1|||253
java.util.Scanner;|||9|||12|||1|||253
java.util.Scanner;|||10|||13|||1|||253
java.util.Scanner;|||11|||14|||1|||253
java.io.*;|||3|||20|||1|||253
