;|||1|||0|||6|||0
;|||2|||0|||10|||0
;|||3|||0|||25|||0
;|||4|||1|||4|||0
;|||5|||1|||11|||0
;|||6|||1|||15|||0
;|||7|||1|||22|||0
;|||8|||2|||6|||0
;|||9|||2|||10|||0
;|||10|||2|||26|||0
;|||11|||3|||6|||0
;|||12|||3|||10|||0
;|||13|||3|||26|||0
;|||14|||4|||4|||0
;|||15|||4|||11|||0
;|||16|||4|||15|||0
;|||17|||4|||22|||0
;|||18|||5|||16|||0
;|||19|||5|||23|||0
;|||20|||5|||29|||0
;|||21|||5|||47|||0
;|||22|||6|||10|||0
;|||23|||6|||14|||0
;|||24|||6|||32|||0
;|||25|||7|||4|||0
;|||26|||7|||11|||0
;|||27|||7|||17|||0
;|||28|||7|||27|||0
;|||29|||8|||10|||0
;|||30|||8|||17|||0
;|||31|||8|||21|||0
;|||32|||8|||37|||0
;|||33|||8|||43|||0
;|||34|||8|||47|||0
;|||35|||8|||51|||0
;|||36|||9|||8|||0
;|||37|||9|||11|||0
;|||38|||9|||15|||0
;|||39|||9|||22|||0
;|||40|||10|||8|||0
;|||41|||10|||11|||0
;|||42|||10|||15|||0
;|||43|||10|||29|||0
;|||44|||11|||7|||0
;|||45|||11|||14|||0
;|||46|||11|||20|||0
;|||47|||11|||39|||0
;|||48|||12|||7|||0
;|||49|||12|||14|||0
;|||50|||12|||20|||0
;|||51|||12|||39|||0
;|||52|||13|||8|||0
;|||53|||13|||13|||0
;|||54|||13|||17|||0
;|||55|||13|||32|||0
;|||56|||14|||8|||0
;|||57|||14|||15|||0
;|||58|||14|||21|||0
;|||59|||14|||36|||0
;|||60|||15|||8|||0
;|||61|||15|||16|||0
;|||62|||15|||27|||0
;|||63|||15|||43|||0
;|||64|||15|||56|||0
;|||65|||16|||6|||0
;|||66|||16|||11|||0
;|||67|||16|||18|||0
;|||68|||16|||26|||0
;|||69|||16|||51|||0
;|||70|||17|||12|||0
;|||71|||17|||15|||0
;|||72|||17|||19|||0
;|||73|||17|||33|||0
;|||74|||18|||12|||0
;|||75|||18|||19|||0
;|||76|||18|||23|||0
;|||77|||18|||30|||0
;|||78|||19|||6|||0
;|||79|||19|||13|||0
;|||80|||19|||21|||0
;|||81|||19|||44|||0
;|||82|||20|||6|||0
;|||83|||20|||14|||0
;|||84|||20|||24|||0
;|||85|||20|||34|||0
;|||86|||20|||60|||0
;|||87|||20|||72|||0
;|||88|||20|||81|||0
;|||89|||21|||6|||0
;|||90|||21|||14|||0
;|||91|||21|||23|||0
;|||92|||21|||32|||0
;|||93|||21|||38|||0
;|||94|||21|||57|||0
;|||95|||21|||65|||0
;|||96|||21|||75|||0
;|||97|||21|||82|||0
;|||98|||22|||6|||0
